,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,"Tests/
1M pop
",Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl,New Cases/1M pop,New Deaths/1M pop,Active Cases/1M pop
172,Liberia,"5,396",,148  ,,"2,715",,"2,533",2,"1,041",29,"128,246","24,749","5,181,950 ",Africa,960,"35,013",40,,,489
173,San Marino,"5,099",,90 ,,"5,002",,7,,"149,944","2,647","70,326","2,068,047","34,006 ",Europe,7,378,0,,,206
174,Chad,"4,965",,174 ,,"4,777",,14,,293,10,"129,215","7,638","16,917,938 ",Africa,"3,407","97,230",131,,,0.8
175,Gibraltar,"4,704",+32,94 ,,"4,319",+17,291,6,"139,667","2,791","299,110","8,880,938","33,680 ",Europe,7,358,0,950,,"8,640"
176,Barbados,"4,292",,48 ,,"4,058",,186,,"14,916",167,"203,301","706,532","287,745 ",North America,67,"5,995",1,,,646
177,Guinea-Bissau,"4,087",,73 ,,"3,725",,289,4,"2,027",36,"77,817","38,588","2,016,624 ",Africa,493,"27,625",26,,,143
178,Comoros,"4,011",,147 ,,"3,837",,27,,"4,512",165,,,"888,977 ",Africa,222,"6,047",,,,30
179,Laos,"3,863",+153,5 ,,"2,174",,"1,684",,523,0.7,"305,013","41,295","7,386,174 ",Asia,"1,912","1,477,235",24,21,,228
180,Liechtenstein,"3,070",+1,59 ,,"2,995",+1,16,2,"80,276","1,543","49,126","1,284,575","38,243 ",Europe,12,648,1,26,,418
181,New Zealand,"2,828",+6,26 ,,"2,746",+1,56,,565,5,"2,412,361","482,270","5,002,100 ",Australia/Oceania,"1,769","192,388",2,1,,11
182,Isle of Man,"2,756",,29 ,,"1,623",,"1,104",1,"32,232",339,"83,753","979,510","85,505 ",Europe,31,"2,948",1,,,"12,912"
183,Monaco,"2,717",,33 ,,"2,587",,97,5,"68,726",835,"54,960","1,390,196","39,534 ",Europe,15,"1,198",1,,,"2,454"
184,Sint Maarten,"2,687",,34 ,,"2,609",,44,2,"61,932",784,"35,043","807,703","43,386 ",North America,16,"1,276",1,,,"1,014"
185,Mauritius,"2,661",,19 ,,"1,854",,788,,"2,089",15,"358,675","281,538","1,273,985 ",Africa,479,"67,052",4,,,619
186,Bermuda,"2,535",+5,33 ,,"2,487",+5,15,7,"40,863",532,"362,535","5,843,945","62,036 ",North America,24,"1,880",0,81,,242
187,Turks and Caicos,"2,458",,18 ,,"2,404",,36,,"62,599",458,"94,789","2,414,022","39,266 ",North America,16,"2,181",0,,,917
188,Bhutan,"2,455",,2 ,,"2,125",,328,,"3,145",3,"798,573","1,023,133","780,517 ",Asia,318,"390,259",1,,,420
189,Saint Martin,"2,433",,38 ,,"1,399",,996,7,"61,820",966,"43,501","1,105,321","39,356 ",North America,16,"1,036",1,,,"25,307"
190,Sao Tome and Principe,"2,410",,37 ,,"2,336",,37,,"10,787",166,"14,270","63,871","223,419 ",Africa,93,"6,038",16,,,166
191,St. Vincent Grenadines,"2,263",,12 ,,"2,197",,54,2,"20,331",108,"58,064","521,642","111,310 ",North America,49,"9,276",2,,,485
192,British Virgin Islands,"2,210",,23 ,,588,,"1,599",27,"72,597",756,"67,348","2,212,338","30,442 ",North America,14,"1,324",0,,,"52,526"
193,Caribbean Netherlands,"1,683",,17 ,,"1,642",,24,,"63,560",642,"12,584","475,245","26,479 ",North America,16,"1,558",2,,,906
194,Antigua and Barbuda,"1,275",,42 ,,"1,225",,8,,"12,907",425,"17,014","172,241","98,780 ",North America,77,"2,352",6,,,81
195,St. Barth,"1,005",,1 ,,462,,542,,"101,423",101,"26,385","2,662,731","9,909 ",North America,10,"9,909",0,,,"54,698"
196,Faeroe Islands,941,,1 ,,841,,99,,"19,181",20,"350,839","7,151,515","49,058 ",Europe,52,"49,058",0,,,"2,018"
197,Diamond Princess,712,,13 ,,699,,0,,,,,, ,,,,,,,
198,Cayman Islands,627,,2 ,,618,,7,,"9,424",30,"113,716","1,709,218","66,531 ",North America,106,"33,266",1,,,105
199,Saint Kitts and Nevis,557,,3 ,,514,,40,1,"10,393",56,"24,229","452,084","53,594 ",North America,96,"17,865",2,,,746
200,Tanzania,509,,21 ,,183,,305,7,8,0.3,,,"61,510,602 ",Africa,"120,846","2,929,076",,,,5
201,Wallis and Futuna,445,,7 ,,438,,0,,"40,337",635,"20,508","1,858,956","11,032 ",Australia/Oceania,25,"1,576",1,,,
202,Brunei ,305,,3 ,,261,,41,,690,7,"148,309","335,637","441,873 ",Asia,"1,449","147,291",3,,,93
203,Dominica,206,, ,,195,,11,,"2,854",,"20,575","285,075","72,174 ",North America,350,,4,,,152
204,Grenada,164,,1 ,,161,,2,,"1,450",9,"43,173","381,825","113,070 ",North America,689,"113,070",3,,,18
205,New Caledonia,131,+2, ,,58,,73,,454,,"37,633","130,499","288,377 ",Australia/Oceania,"2,201",,8,7,,253
206,Anguilla,113,, ,,111,,2,,"7,462",,"31,656","2,090,471","15,143 ",North America,134,,0,,,132
207,Greenland,83,, ,,53,,30,,"1,459",,"36,200","636,506","56,873 ",North America,685,,2,,,527
208,Falkland Islands,63,, ,,63,,0,,"17,568",,"7,307","2,037,646","3,586 ",South America,57,,0,,,
209,Macao,55,, ,,53,,2,,84,,"4,604","6,990","658,611 ",Asia,"11,975",,143,,,3
210,Vatican City,27,, ,,27,,0,,"33,624",,,,803 ,Europe,30,,,,,
211,Saint Pierre Miquelon,26,, ,,26,,0,,"4,511",,"6,128","1,063,151","5,764 ",North America,222,,1,,,
212,Montserrat,21,,1 ,,19,,1,,"4,204",200,"1,408","281,882","4,995 ",North America,238,"4,995",4,,,200
213,Solomon Islands,20,, ,,20,,0,,28,,"4,500","6,388","704,488 ",Australia/Oceania,"35,224",,157,,,
214,Western Sahara,10,,1 ,,8,,1,,16,2,,,"612,688 ",Africa,"61,269","612,688",,,,2
215,MS Zaandam,9,,2 ,,7,,0,,,,,, ,,,,,,,
216,Vanuatu,4,,1 ,,3,,0,,13,3,"23,000","73,098","314,648 ",Australia/Oceania,"78,662","314,648",14,,,
217,Marshall Islands,4,, ,,4,,0,,67,,,,"59,609 ",Australia/Oceania,"14,902",,,,,
218,Samoa,3,, ,,3,,0,,15,,,,"199,798 ",Australia/Oceania,"66,599",,,,,
219,Saint Helena,2,, ,,2,,0,,328,,,,"6,096 ",Africa,"3,048",,,,,
220,Micronesia,1,, ,,1,,0,,9,,,,"116,287 ",Australia/Oceania,"116,287",,,,,
