,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,"Tests/
1M pop
",Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl,New Cases/1M pop,New Deaths/1M pop,Active Cases/1M pop
198,Wallis and Futuna,445,0,7 ,0,436,0,2,1,40217,633,17264,1560235,11065 ,Australia/Oceania,25,1581,1.0,0,0.0,181
199,British Virgin Islands,248,0,1 ,0,209,0,38,0,8156,33,39777,1308110,30408 ,North America,123,30408,1.0,0,0.0,1250
200,Brunei ,235,0,3 ,0,222,0,10,0,533,7,123643,280265,441164 ,Asia,1877,147055,4.0,0,0.0,23
201,Dominica,184,0, ,0,176,0,8,0,2550,0,16134,223636,72144 ,North America,392,0,4.0,0,0.0,111
202,Fiji,178,0,4 ,0,119,0,55,0,197,4,73292,81240,902163 ,Australia/Oceania,5068,225541,12.0,0,0.0,61
203,Grenada,161,0,1 ,0,160,0,0,0,1425,9,28684,253881,112982 ,North America,702,112982,4.0,0,0.0,0
204,New Caledonia,125,0, ,0,58,0,67,0,434,0,32332,112298,287912 ,Australia/Oceania,2303,0,9.0,0,0.0,233
205,Anguilla,109,0, ,0,95,0,14,0,7209,0,21728,1436942,15121 ,North America,139,0,1.0,0,0.0,926
206,Falkland Islands,63,0, ,0,63,0,0,0,17652,0,7258,2033623,3569 ,South America,57,0,0.0,0,0.0,0
207,Macao,50,0, ,0,49,0,1,0,76,0,4483,6822,657111 ,Asia,13142,0,147.0,0,0.0,2
208,Saint Kitts and Nevis,45,0, ,0,45,0,0,0,841,0,14008,261685,53530 ,North America,1190,0,4.0,0,0.0,0
209,Greenland,34,3, ,0,32,1,2,0,598,0,23980,421760,56857 ,North America,1672,0,2.0,53,0.0,35
210,Vatican City,27,0, ,0,27,0,0,0,33624,0,0,0,803 ,Europe,30,0,0.0,0,0.0,0
211,Saint Pierre Miquelon,25,0, ,0,25,0,0,0,4334,0,5318,921824,5769 ,North America,231,0,1.0,0,0.0,0
212,Montserrat,20,0,1 ,0,19,0,0,0,4004,200,1408,281882,4995 ,North America,250,4995,4.0,0,0.0,0
213,Solomon Islands,20,0, ,0,20,0,0,0,29,0,4500,6414,701626 ,Australia/Oceania,35081,0,156.0,0,0.0,0
214,Western Sahara,10,0,1 ,0,8,0,1,0,16,2,0,0,610192 ,Africa,61019,610192,0.0,0,0.0,2
215,MS Zaandam,9,0,2 ,0,7,0,0,0,0,0,0,0, ,0,0,0,0.0,0,0.0,0
216,Vanuatu,4,0,1 ,0,3,0,0,0,13,3,23000,73382,313429 ,Australia/Oceania,78357,313429,14.0,0,0.0,0
217,Marshall Islands,4,0, ,0,4,0,0,0,67,0,0,0,59542 ,Australia/Oceania,14886,0,0.0,0,0.0,0
218,Samoa,3,0, ,0,3,0,0,0,15,0,0,0,199575 ,Australia/Oceania,66525,0,0.0,0,0.0,0
219,Saint Helena,2,0, ,0,2,0,0,0,328,0,0,0,6093 ,Africa,3047,0,0.0,0,0.0,0
220,Micronesia,1,0, ,0,1,0,0,0,9,0,0,0,116083 ,Australia/Oceania,116083,0,0.0,0,0.0,0
